name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
3-methyl-1-butanol,C5H12O,C5H12O,aq,test,test,test,J,-158590.0,-367400.00000000006,215.0038282743593,519.0907703971984,102.41,85.98363057899999,61.164833345,100.97750722342656,-39.83941567537,488.3314466920866,12.443049999999998,-0.5941522491349489,0
3-methyl-2-butanol,C5H12O,C5H12O,aq,test,test,test,J,-160399.99999999997,-374060.0,198.73684856615876,526.8761076582392,102.59,86.01467322239999,61.58321763200001,101.48045851650113,-40.013560353472,494.84486599045994,12.97792,-0.6142339832869084,0
"2,2-dimethyl-propanol",C5H12O,C5H12O,aq,test,test,test,J,-152959.99999999997,-367009.99999999994,197.4287821566336,508.9853461153888,102.32,85.84152771199999,61.28333615999999,101.02254200759606,-39.851168775359994,477.5196868287075,12.7402,-0.6052777777777782,0
1-hexanol,C6H14O,C6H14O,aq,test,test,test,J,-147480.00000000003,-387469.99999999994,246.84559584102067,613.2002734817862,117.72,98.78325472799999,70.45035804,119.9330820624891,-46.71166709783999,581.9364969208455,12.655299999999999,-0.602091179385531,0
2-hexanol,C6H14O,C6H14O,aq,test,test,test,J,-149290.0,-394130.0,230.57861613282,620.985610742827,117.90,98.796292794,70.91535267,120.56989626144794,-46.920583091820006,588.4489953988326,13.190169999999998,-0.6222728632691736,0
3-hexanol,C6H14O,C6H14O,aq,test,test,test,J,-149290.0,-394130.0,230.57861613282,620.985610742827,117.90,98.796292794,70.91535267,120.56989626144794,-46.920583091820006,588.4489953988326,13.190169999999998,-0.6222728632691736,0
2-methyl-1-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-149490.0,-391560.0,239.86924165688515,603.985610742827,118.02,98.94070504919999,70.873995906,120.58659603503355,-46.933530945876,571.8533238255716,13.02037,-0.6158385587737638,0
2-methyl-2-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-143909.99999999997,-399509.99999999994,194.48939929565756,628.8801864610174,117.94,98.80789821639999,70.996141302,120.68535261830658,-46.958951411292,596.1413181372778,13.275069999999998,-0.6254996505939912,0
2-methyl-3-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-151300.0,-398219.99999999994,223.6022619486846,611.7709480038678,118.20,98.953248144,71.34027191999999,121.22638290229914,-47.143402852319994,578.3642223326242,13.555239999999998,-0.6361939102564111,0
3-methyl-1-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-149490.0,-391560.0,239.86924165688515,603.985610742827,118.02,98.94070504919999,70.873995906,120.58659603503355,-46.933530945876,571.8533238255716,13.02037,-0.6158385587737638,0
3-methyl-2-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-151300.0,-398219.99999999994,223.6022619486846,611.7709480038678,118.20,98.953248144,71.34027191999999,121.22638290229914,-47.143402852319994,578.3642223326242,13.555239999999998,-0.6361939102564111,0
3-methyl-3-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-143909.99999999997,-399509.99999999994,194.48939929565756,628.8801864610174,117.94,98.80789821639999,70.996141302,120.68535261830658,-46.958951411292,596.1413181372778,13.275069999999998,-0.6254996505939912,0
4-methyl-1-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-149490.0,-391560.0,239.86924165688515,603.985610742827,118.02,98.94070504919999,70.873995906,120.58659603503355,-46.933530945876,571.8533238255716,13.02037,-0.6158385587737638,0
4-methyl-2-pentanol,C6H14O,C6H14O,aq,test,test,test,J,-151300.0,-398219.99999999994,223.6022619486846,611.7709480038678,118.20,98.953248144,71.34027191999999,121.22638290229914,-47.143402852319994,578.3642223326242,13.555239999999998,-0.6361939102564111,0
"2,2-dimethyl-1-butanol",C6H14O,C6H14O,aq,test,test,test,J,-143839.99999999997,-391169.9999999999,222.22711521046574,593.8801864610174,117.93,98.78418243,71.02982865,120.71902898378087,-46.9687521729,560.9997057106445,13.334499999999998,-0.6277622377622385,0
"2,3-dimethyl-1-butanol",C6H14O,C6H14O,aq,test,test,test,J,-151500.0,-395650.0,232.89288747274963,594.7709480038678,118.32,99.0976760064,71.298874752,121.24319593279552,-47.156320564992,561.7690619557009,13.38544,-0.6297041183526595,0
"3,3-dimethyl-1-butanol",C6H14O,C6H14O,aq,test,test,test,J,-143839.99999999997,-391169.9999999999,222.22711521046574,593.8801864610174,117.93,98.78418243,71.02982865,120.71902898378087,-46.9687521729,560.9997057106445,13.334499999999998,-0.6277622377622385,0
"2,3-dimethyl-2-butanol",C6H14O,C6H14O,aq,test,test,test,J,-145920.00000000003,-403600.0,187.51304511152193,619.6655237220582,118.24,98.96476586879999,71.421287584,121.34237795595038,-47.181940537664,586.0562883214168,13.640139999999999,-0.6394485662723084,0
"3,3-dimethyl-2-butanol",C6H14O,C6H14O,aq,test,test,test,J,-145680.0,-397830.00000000006,206.06075599530516,601.6655237220582,118.11,98.80329058199999,71.47910901,121.33855377167356,-47.172515321460004,567.5700190669345,13.843899999999998,-0.6472864321608043,0
2-ethyl-1-butanol,C6H14O,C6H14O,aq,test,test,test,J,-149490.0,-391560.0,239.86924165688515,603.985610742827,118.02,98.94070504919999,70.873995906,120.58659603503355,-46.933530945876,571.8533238255716,13.02037,-0.6158385587737638,0
3-ethyl-3-pentanol,C7H16O,C7H16O,aq,test,test,test,J,-134810.0,-423670.0,219.35481267818307,713.775026806646,133.55,111.716928151,80.829681805,140.65098253484086,-54.14585262653001,679.6592533722605,13.852389999999998,-0.6476138305357328,0
1-heptanol,C7H16O,C7H16O,aq,test,test,test,J,-138380.0,-411630.0,271.71100922354617,698.0951138274149,133.33,111.7137350868,80.22836757400002,139.74006061686333,-53.85714221020401,665.4573794091983,13.232619999999999,-0.6238854520055881,0
2-heptanol,C7H16O,C7H16O,aq,test,test,test,J,-140190.0,-418289.99999999994,255.44402951534573,705.8804510884557,133.51,111.70827360419999,80.74125393099999,140.51370189592313,-54.101785432525986,671.9673381885233,13.767489999999999,-0.6443428055025611,0
3-heptanol,C7H16O,C7H16O,aq,test,test,test,J,-140190.0,-418289.99999999994,255.44402951534573,705.8804510884557,133.51,111.70827360419999,80.74125393099999,140.51370189592313,-54.101785432525986,671.9673381885233,13.767489999999999,-0.6443428055025611,0
4-heptanol,C7H16O,C7H16O,aq,test,test,test,J,-140190.0,-418289.99999999994,255.44402951534573,705.8804510884557,133.51,111.70827360419999,80.74125393099999,140.51370189592313,-54.101785432525986,671.9673381885233,13.767489999999999,-0.6443428055025611,0
2-methyl-1-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-140390.0,-415720.0,264.73465503941054,688.8804510884557,133.63,111.8583349226,80.685272843,140.48863598630982,-54.103823540878004,655.3724780644405,13.59769,-0.6378204228880655,0
2-methyl-2-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-134810.0,-423670.0,219.35481267818307,713.775026806646,133.55,111.716928151,80.829681805,140.65098253484086,-54.14585262653001,679.6592533722605,13.852389999999998,-0.6476138305357328,0
2-methyl-3-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-142200.0,-422380.0,248.4676753312101,696.6657883494966,133.81,111.8523784688,81.199440584,141.26523512403384,-54.349422675664,661.8808039074435,14.132559999999998,-0.6584550221863661,0
3-methyl-1-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-140390.0,-415720.0,264.73465503941054,688.8804510884557,133.63,111.8583349226,80.685272843,140.48863598630982,-54.103823540878004,655.3724780644405,13.59769,-0.6378204228880655,0
3-methyl-2-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-142200.0,-422380.0,248.4676753312101,696.6657883494966,133.81,111.8523784688,81.199440584,141.26523512403384,-54.349422675664,661.8808039074435,14.132559999999998,-0.6584550221863661,0
3-methyl-3-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-134810.0,-423670.0,219.35481267818307,713.775026806646,133.55,111.716928151,80.829681805,140.65098253484086,-54.14585262653001,679.6592533722605,13.852389999999998,-0.6476138305357328,0
4-methyl-1-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-140390.0,-415720.0,264.73465503941054,688.8804510884557,133.63,111.8583349226,80.685272843,140.48863598630982,-54.103823540878004,655.3724780644405,13.59769,-0.6378204228880655,0
4-methyl-2-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-142200.0,-422380.0,248.4676753312101,696.6657883494966,133.81,111.8523784688,81.199440584,141.26523512403384,-54.349422675664,661.8808039074435,14.132559999999998,-0.6584550221863661,0
4-methyl-3-hexanol,C7H16O,C7H16O,aq,test,test,test,J,-142200.0,-422380.0,248.4676753312101,696.6657883494966,133.81,111.8523784688,81.199440584,141.26523512403384,-54.349422675664,661.8808039074435,14.132559999999998,-0.6584550221863661,0
