compound,test,C-O-[CX4H0](-C)(-C)-C,C-[Br],C-[CH2]-C=O,C-[CH](-C)-C=O,C-[CX2H0]#N,C-[CX4H0](-C)(-C)-C,C-[CX4H0](-C)(-C)[OH],C-[CX4H1](-C)-C,C-[CX4H1](-C)[OH],C-[CX4H1](-O-C)-C,C-[CX4H2]-C,C-[CX4H3],C-[C](-C)(-C)-C=O,C-[C](-C)=O,C-[C](=O)-O-C,C-[OX2H],C-[OX2]-C,C-[SX2H1],C-[SX2]-C,N#C-[CH2]-C,N#C-[CH](-C)-C,O-[CH2]-O,O-[CH2]-[CH2]-O,O-[CH](-C)-O,O-[CX4H2]-C,O=C-O-[CX4H1](-C)-C,S-[CH2]-C,S-[CH](-C)-C,S-[C](-C)(-C)-C,S-[S]-C,S-[S]-S,Yo,[CH2](-[CH2]-[CH2]-C#N)-C#N,[CH](=O)-OC,[O](-C[CH3])-C[CH2],formula
hexane,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6H14
